v АК,v ЦН,I(max)
1.5799999999999998,0.8391959798994975,0.26266755582900464
0.32,0.8455276381909547,0.2593899379095284
0.32633165829145727,0.8455276381909547,0.2593899379095284
0.3326633165829146,0.8455276381909547,0.2593899379095284
0.33899497487437186,0.8455276381909547,0.2593899379095284
0.3453266331658291,0.8455276381909547,0.2593899379095284
0.35165829145728644,0.8455276381909547,0.2593899379095284
0.3579899497487437,0.8455276381909547,0.2593899379095284
0.364321608040201,0.8455276381909547,0.2593899379095284
0.3706532663316583,0.8455276381909547,0.2593899379095284
0.37698492462311556,0.8455276381909547,0.2593899379095284
0.3833165829145728,0.8455276381909547,0.2593899379095284
0.38964824120603014,0.8455276381909547,0.2593899379095284
0.3959798994974874,0.8455276381909547,0.2593899379095284
0.40231155778894473,0.8455276381909547,0.2593899379095284
0.408643216080402,0.8455276381909547,0.2593899379095284
0.4149748743718593,0.8455276381909547,0.2593899379095284
0.4213065326633166,0.8455276381909547,0.2593899379095284
0.42763819095477384,0.8455276381909547,0.2593899379095284
0.43396984924623117,0.8455276381909547,0.2593899379095284
0.44030150753768843,0.8455276381909547,0.2593899379095284
0.4466331658291457,0.8455276381909547,0.2593899379095284
0.452964824120603,0.8455276381909547,0.2593899379095284
0.4592964824120603,0.8455276381909547,0.2593899379095284
0.46562814070351755,0.8455276381909547,0.2593899379095284
0.47195979899497487,0.8455276381909547,0.2593899379095284
0.47829145728643213,0.8455276381909547,0.2593899379095284
0.4846231155778894,0.8455276381909547,0.2593899379095284
0.4909547738693467,0.8455276381909547,0.2593899379095284
0.497286432160804,0.8455276381909547,0.2593899379095284
0.5036180904522612,0.8455276381909547,0.2593899379095284
0.5099497487437186,0.8455276381909547,0.2593899379095284
0.5162814070351758,0.8455276381909547,0.2593899379095284
0.5226130653266331,0.8455276381909547,0.2593899379095284
0.5289447236180904,0.8455276381909547,0.2578065176241997
0.5352763819095476,0.8455276381909547,0.2578065176241997
0.541608040201005,0.8455276381909547,0.25622309733887094
0.5479396984924623,0.8455276381909547,0.25622309733887094
0.5542713567839196,0.8455276381909547,0.25463967705354223
0.5606030150753768,0.8455276381909547,0.2549335894237638
0.5669346733668341,0.8455276381909547,0.2533501691384351
0.5732663316582913,0.8455276381909547,0.2533501691384351
0.5795979899497488,0.8455276381909547,0.2533501691384351
0.585929648241206,0.8455276381909547,0.2517667488531064
0.5922613065326632,0.8455276381909547,0.2517667488531064
0.5985929648241206,0.8455276381909547,0.24921245738936348
0.6049246231155778,0.8455276381909547,0.24824158621094927
0.6112562814070351,0.8455276381909547,0.24824158621094927
0.6175879396984925,0.8455276381909547,0.24568729474720635
0.6239195979899497,0.8455276381909547,0.24410387446187762
0.630251256281407,0.8455276381909547,0.2393536136058914
0.6365829145728643,0.8455276381909547,0.2367993221421485
0.6429145728643215,0.8455276381909547,0.23521590185681976
0.6492462311557788,0.8455276381909547,0.23204906128616226
0.6555778894472362,0.8455276381909547,0.23046564100083353
0.6619095477386934,0.8455276381909547,0.2288822207155048
0.6682412060301507,0.8455276381909547,0.22662184162198354
0.674572864321608,0.8455276381909547,0.2250384213366548
0.6809045226130652,0.8455276381909547,0.2250384213366548
0.6872361809045225,0.8455276381909547,0.2250384213366548
0.6935678391959799,0.8455276381909547,0.22345500105132604
0.6998994974874371,0.8455276381909547,0.22028816048066857
0.7062311557788944,0.8455276381909547,0.21870474019533984
0.7125628140703517,0.8455276381909547,0.21644436110181858
0.7188944723618089,0.8455276381909547,0.21644436110181858
0.7252261306532662,0.8455276381909547,0.21644436110181858
0.7315577889447236,0.8455276381909547,0.21644436110181858
0.7378894472361808,0.8455276381909547,0.21486094081648982
0.7442211055276381,0.8455276381909547,0.21169410024583235
0.7505527638190954,0.8455276381909547,0.21169410024583235
0.7568844221105526,0.8455276381909547,0.21169410024583235
0.7632160804020099,0.8455276381909547,0.20882117204539652
0.7695477386934673,0.8455276381909547,0.20882117204539652
0.7758793969849245,0.8455276381909547,0.20882117204539652
0.7822110552763818,0.8455276381909547,0.20882117204539652
0.7885427135678391,0.8455276381909547,0.20723775176006778
0.7948743718592963,0.8455276381909547,0.20723775176006778
0.8012060301507536,0.8455276381909547,0.20723775176006778
0.807537688442211,0.8455276381909547,0.20723775176006778
0.8138693467336682,0.8455276381909547,0.2079884491443595
0.8202010050251256,0.8455276381909547,0.20873914652865122
0.8265326633165828,0.8455276381909547,0.20873914652865122
0.83286432160804,0.8455276381909547,0.20948984391294295
0.8391959798994975,0.8455276381909547,0.2109912386815264
0.8455276381909547,0.8455276381909547,0.2109912386815264
0.8518592964824119,0.8455276381909547,0.21061530079455942
0.8581909547738693,0.8455276381909547,0.21136599817885116
0.8645226130653265,0.8455276381909547,0.2121166955631429
0.8708542713567837,0.8455276381909547,0.2121166955631429
0.8771859296482412,0.8455276381909547,0.2128673929474346
0.8835175879396984,0.8455276381909547,0.21511948510030976
0.8898492462311556,0.8455276381909547,0.2158701824846015
0.896180904522613,0.8455276381909547,0.2158701824846015
0.9025125628140702,0.8455276381909547,0.2166208798688932
0.9088442211055274,0.8455276381909547,0.2166208798688932
0.9151758793969849,0.8455276381909547,0.21737157725318493
0.9215075376884421,0.8455276381909547,0.21875893483052913
0.9278391959798993,0.8455276381909547,0.21875893483052913
0.9341708542713567,0.8455276381909547,0.21875893483052913
0.9405025125628139,0.8455276381909547,0.21875893483052913
0.9468341708542711,0.8455276381909547,0.21875893483052913
0.9531658291457286,0.8455276381909547,0.21875893483052913
0.9594974874371858,0.8455276381909547,0.2210110269834043
0.965829145728643,0.8455276381909547,0.2210110269834043
0.9721608040201004,0.8455276381909547,0.2223983845607485
0.9784924623115576,0.8455276381909547,0.2231490819450402
0.9848241206030148,0.8455276381909547,0.22389977932933194
0.9911557788944723,0.8455276381909547,0.22465047671362365
0.9974874371859295,0.8455276381909547,0.22465047671362365
1.0038190954773867,0.8455276381909547,0.22540117409791538
1.0101507537688441,0.8455276381909547,0.22690256886649882
1.0164824120603013,0.8455276381909547,0.22690256886649882
1.0228140703517585,0.8455276381909547,0.22765326625079055
1.029145728643216,0.8455276381909547,0.22765326625079055
1.0354773869346732,0.8455276381909547,0.22716329117258435
1.0418090452261304,0.8455276381909547,0.22941538332545952
1.0481407035175878,0.8455276381909547,0.22941538332545952
1.054472361809045,0.8455276381909547,0.22903944543849258
1.0608040201005025,0.8455276381909547,0.22903944543849258
1.0671356783919597,0.8455276381909547,0.22903944543849258
1.0734673366834169,0.8455276381909547,0.22903944543849258
1.0797989949748743,0.8455276381909547,0.22903944543849258
1.0861306532663315,0.8455276381909547,0.22941420493581735
1.0924623115577887,0.8455276381909547,0.22941420493581735
1.0987939698492462,0.8455276381909547,0.22941420493581735
1.1051256281407034,0.8455276381909547,0.22941420493581735
1.1114572864321606,0.8455276381909547,0.22941420493581735
1.117788944723618,0.8455276381909547,0.2297579903410562
1.1241206030150752,0.8455276381909547,0.23215800943919324
1.1304522613065324,0.8455276381909547,0.23215800943919324
1.1367839195979899,0.8455276381909547,0.23215800943919324
1.143115577889447,0.8455276381909547,0.23215800943919324
1.1494472361809043,0.8455276381909547,0.23215800943919324
1.1557788944723617,0.8455276381909547,0.23398449491809187
1.162110552763819,0.8455276381909547,0.2342142431320915
1.1684422110552761,0.8455276381909547,0.2344439913460911
1.1747738693467336,0.8455276381909547,0.2365002250389893
1.1811055276381908,0.8455276381909547,0.2365002250389893
1.187437185929648,0.8455276381909547,0.2365002250389893
1.1937688442211054,0.8455276381909547,0.2401531959967865
1.2001005025125626,0.8455276381909547,0.2401531959967865
1.2064321608040198,0.8455276381909547,0.2403829442107861
1.2127638190954773,0.8455276381909547,0.2403829442107861
1.2190954773869345,0.8455276381909547,0.2403829442107861
1.2254271356783917,0.8455276381909547,0.2403829442107861
1.231758793969849,0.8455276381909547,0.2406126924247857
1.2380904522613063,0.8455276381909547,0.2408424406387853
1.2444221105527635,0.8455276381909547,0.24107218885278486
1.250753768844221,0.8455276381909547,0.24107218885278486
1.2570854271356782,0.8455276381909547,0.24107218885278486
1.2634170854271354,0.8455276381909547,0.2428986743316835
1.2697487437185928,0.8455276381909547,0.2428986743316835
1.27608040201005,0.8455276381909547,0.24312842254568312
1.2824120603015072,0.8455276381909547,0.24678139350348033
1.2887437185929647,0.8455276381909547,0.24701114171747993
1.2950753768844219,0.8455276381909547,0.24906737541037813
1.301407035175879,0.8455276381909547,0.24906737541037813
1.3077386934673365,0.8455276381909547,0.25089386088927673
1.3140703517587937,0.8455276381909547,0.25637331732597257
1.3204020100502512,0.8455276381909547,0.25637331732597257
1.3267336683417084,0.8455276381909547,0.25637331732597257
1.3330653266331656,0.8455276381909547,0.2586592992328704
1.339396984924623,0.8455276381909547,0.2591187956608696
1.3457286432160802,0.8455276381909547,0.2591187956608696
1.3520603015075374,0.8455276381909547,0.259692329280108
1.3583919597989949,0.8455276381909547,0.2599220774941076
1.364723618090452,0.8455276381909547,0.2617485629730062
1.3710552763819093,0.8455276381909547,0.2617485629730062
1.3773869346733667,0.8455276381909547,0.262437807615005
1.383718592964824,0.8455276381909547,0.262437807615005
1.3900502512562811,0.8455276381909547,0.262437807615005
1.3963819095477386,0.8455276381909547,0.26266755582900464
1.4027135678391958,0.8455276381909547,0.26266755582900464
1.409045226130653,0.8455276381909547,0.26266755582900464
1.4153768844221104,0.8455276381909547,0.26266755582900464
1.4217085427135676,0.8455276381909547,0.26266755582900464
1.4280402010050248,0.8455276381909547,0.26266755582900464
1.4343718592964823,0.8455276381909547,0.26266755582900464
1.4407035175879395,0.8455276381909547,0.26266755582900464
1.4470351758793967,0.8455276381909547,0.26266755582900464
1.453366834170854,0.8455276381909547,0.26266755582900464
1.4596984924623113,0.8455276381909547,0.26266755582900464
1.4660301507537687,0.8455276381909547,0.26266755582900464
1.472361809045226,0.8455276381909547,0.26266755582900464
1.4786934673366832,0.8455276381909547,0.26266755582900464
1.4850251256281406,0.8455276381909547,0.26266755582900464
1.4913567839195978,0.8455276381909547,0.26266755582900464
1.497688442211055,0.8455276381909547,0.26266755582900464
1.5040201005025124,0.8455276381909547,0.26266755582900464
1.5103517587939697,0.8455276381909547,0.26266755582900464
1.5166834170854269,0.8455276381909547,0.26266755582900464
1.5230150753768843,0.8455276381909547,0.26266755582900464
1.5293467336683415,0.8455276381909547,0.26266755582900464
1.5356783919597987,0.8455276381909547,0.26266755582900464
1.5420100502512561,0.8455276381909547,0.26266755582900464
1.5483417085427134,0.8455276381909547,0.26266755582900464
1.5546733668341706,0.8455276381909547,0.26266755582900464
1.561005025125628,0.8455276381909547,0.26266755582900464
1.5673366834170852,0.8455276381909547,0.26266755582900464
1.5736683417085424,0.8455276381909547,0.26266755582900464
1.5799999999999998,0.8455276381909547,0.26266755582900464
0.32,0.8518592964824119,0.2593899379095284
0.32633165829145727,0.8518592964824119,0.2593899379095284
0.3326633165829146,0.8518592964824119,0.2593899379095284
0.33899497487437186,0.8518592964824119,0.2593899379095284
0.3453266331658291,0.8518592964824119,0.2593899379095284
0.35165829145728644,0.8518592964824119,0.2593899379095284
0.3579899497487437,0.8518592964824119,0.2593899379095284
0.364321608040201,0.8518592964824119,0.2593899379095284
0.3706532663316583,0.8518592964824119,0.2593899379095284
0.37698492462311556,0.8518592964824119,0.2593899379095284
0.3833165829145728,0.8518592964824119,0.2593899379095284
0.38964824120603014,0.8518592964824119,0.2593899379095284
0.3959798994974874,0.8518592964824119,0.2593899379095284
0.40231155778894473,0.8518592964824119,0.2593899379095284
0.408643216080402,0.8518592964824119,0.2593899379095284
0.4149748743718593,0.8518592964824119,0.2593899379095284
0.4213065326633166,0.8518592964824119,0.2593899379095284
0.42763819095477384,0.8518592964824119,0.2593899379095284
0.43396984924623117,0.8518592964824119,0.2593899379095284
0.44030150753768843,0.8518592964824119,0.2593899379095284
0.4466331658291457,0.8518592964824119,0.2593899379095284
0.452964824120603,0.8518592964824119,0.2593899379095284
0.4592964824120603,0.8518592964824119,0.2593899379095284
0.46562814070351755,0.8518592964824119,0.2593899379095284
0.47195979899497487,0.8518592964824119,0.2593899379095284
0.47829145728643213,0.8518592964824119,0.2593899379095284
0.4846231155778894,0.8518592964824119,0.2593899379095284
0.4909547738693467,0.8518592964824119,0.2593899379095284
0.497286432160804,0.8518592964824119,0.2593899379095284
0.5036180904522612,0.8518592964824119,0.2593899379095284
0.5099497487437186,0.8518592964824119,0.2593899379095284
0.5162814070351758,0.8518592964824119,0.2593899379095284
0.5226130653266331,0.8518592964824119,0.2593899379095284
0.5289447236180904,0.8518592964824119,0.2578065176241997
0.5352763819095476,0.8518592964824119,0.2578065176241997
0.541608040201005,0.8518592964824119,0.25622309733887094
0.5479396984924623,0.8518592964824119,0.25622309733887094
0.5542713567839196,0.8518592964824119,0.25463967705354223
0.5606030150753768,0.8518592964824119,0.2549335894237638
0.5669346733668341,0.8518592964824119,0.2533501691384351
0.5732663316582913,0.8518592964824119,0.2533501691384351
0.5795979899497488,0.8518592964824119,0.2533501691384351
0.585929648241206,0.8518592964824119,0.2517667488531064
0.5922613065326632,0.8518592964824119,0.2517667488531064
0.5985929648241206,0.8518592964824119,0.24921245738936348
0.6049246231155778,0.8518592964824119,0.24824158621094927
0.6112562814070351,0.8518592964824119,0.24824158621094927
0.6175879396984925,0.8518592964824119,0.24568729474720635
0.6239195979899497,0.8518592964824119,0.24410387446187762
0.630251256281407,0.8518592964824119,0.2393536136058914
0.6365829145728643,0.8518592964824119,0.2367993221421485
0.6429145728643215,0.8518592964824119,0.23521590185681976
0.6492462311557788,0.8518592964824119,0.23204906128616226
0.6555778894472362,0.8518592964824119,0.23046564100083353
0.6619095477386934,0.8518592964824119,0.2288822207155048
0.6682412060301507,0.8518592964824119,0.22662184162198354
0.674572864321608,0.8518592964824119,0.2250384213366548
0.6809045226130652,0.8518592964824119,0.2250384213366548
0.6872361809045225,0.8518592964824119,0.2250384213366548
0.6935678391959799,0.8518592964824119,0.22345500105132604
0.6998994974874371,0.8518592964824119,0.22028816048066857
